"time","x [Mpns* Rpns**-2]"
0.337,0.000356882896935381
0.338,0.000357686793109641
0.339,0.000358405070353902
0.34,0.000359169667924527
0.341,0.000359956752945101
0.342,0.000377269884445684
0.343,0.000378133719667237
0.344,0.000378947830796623
0.345,0.000379737781300401
0.346,0.000380522291464955
0.347,0.00038126995336388
0.348,0.000382023332360011
0.349,0.000382738116468934
0.35,0.000401218678867772
0.351,0.000402100681219213
0.352,0.000402938633385707
0.353,0.000403702062584593
0.354,0.000404407986561938
0.355,0.00040515354018853
0.356,0.000405877635553932
0.357,0.000406637843057025
0.358,0.000426209150244049
0.359,0.000426888987711141
0.36,0.000427632662166032
0.361,0.000428460303681576
0.362,0.000429306909586599
0.363,0.000429995160616675
0.364,0.000430698561381848
0.365,0.000431481926181022
0.366,0.000432111891786658
0.367,0.0004528742412571
0.368,0.000453649263045224
0.369,0.00045434675183655
0.37,0.000454967781900567
0.371,0.000455685062775982
0.372,0.000456450710823171
0.373,0.000457219581465708
0.374,0.000457925367147555
0.375,0.000458663707331973
0.376,0.000480633671524174
0.377,0.000481200668277818
0.378,0.000481978025121895
0.379,0.000482831785968514
0.38,0.000483441742789826
0.381,0.000483971437053097
0.382,0.000484739728047903
0.383,0.000485525757708644
0.384,0.000486263949813943
0.385,0.000486884163039081
0.386,0.000510198441534357
0.387,0.000510902290631527
0.388,0.000511707297626288
0.389,0.000512463488978351
0.39,0.000513072069769395
0.391,0.000513654400122748
0.392,0.000514367103257159
0.393,0.000515086547098142
0.394,0.000515703555408022
0.395,0.000540554536378025
0.396,0.000541274204733728
0.397,0.000541789166391596
0.398,0.000542475280953145
0.399,0.000543197839070526
0.4,0.000543710419061474
0.401,0.000544347565184754
0.402,0.000545048281191501
0.403,0.000545779560045916
0.404,0.00054616546764261
0.405,0.000572605352677125
0.406,0.000573334006782746
0.407,0.000574031444720053
0.408,0.000574627981676384
0.409,0.000575348068535458
0.41,0.000576006614728907
0.411,0.000576595174319744
0.412,0.000577148330387215
0.413,0.000605004137161077
0.414,0.000605612379892899
0.415,0.000606240323327436
0.416,0.00060696207769233
0.417,0.000607466893769639
0.418,0.000608020508343829
0.419,0.000608676503436662
0.42,0.000609333794316582
0.421,0.000609829402478214
0.422,0.00061036849426803
0.423,0.000610950923105955
0.424,0.000640491858717866
0.425,0.000641082846538058
0.426,0.000641662268560991
0.427,0.000642379537156158
0.428,0.000642967139259989
0.429,0.000643611221581033
0.43,0.000644139241018638
0.431,0.00064467206156049
0.432,0.000645357537896585
0.433,0.000676615281890595
0.434,0.000677065769945491
0.435,0.000677559757148249
0.436,0.000678261217052872
0.437,0.000678882570176753
0.438,0.000679460549257908
0.439,0.00068001636972175
0.44,0.000680596451992399
0.441,0.000681152095284816
0.442,0.000681761411010591
0.443,0.000714666851577748
0.444,0.000715244483788529
0.445,0.000715909844442682
0.446,0.000716446795834946
0.447,0.000717076000953557
0.448,0.000717644779317834
0.449,0.000718245655252607
0.45,0.000718864705077877
0.451,0.000719309328249233
0.452,0.000719861989468166
0.453,0.000754765514316032
0.454,0.000755299015529856
0.455,0.000755754024821069
0.456,0.000756398015483853
0.457,0.000757007313128705
0.458,0.00075744644750038
0.459,0.000758111197146363
0.46,0.000758697210082762
0.461,0.000759069522178902
0.462,0.000795864722152576
0.463,0.000796547146209164
0.464,0.000797021696220975
0.465,0.000797673800887573
0.466,0.000798155663208929
0.467,0.000798781633913111
0.468,0.000799225732050207
0.469,0.000799779153069962
0.47,0.000800335362342384
0.471,0.000800831293622234
0.472,0.000801424075440462
0.473,0.000801879160781191
0.474,0.000840803039925094
0.475,0.000841278762136377
0.476,0.000841880231773222
0.477,0.000842415461597434
0.478,0.000843006006418829
0.479,0.000843549158069235
0.48,0.000844028101424918
0.481,0.000844535819126633
0.482,0.000844975948470556
0.483,0.000845589931927878
0.484,0.00084613455429272
0.485,0.000887143997407731
0.486,0.000887723022553657
0.487,0.000888229416578287
0.488,0.000888824129422757
0.489,0.000889351515110963
0.49,0.000889921918293903
0.491,0.000890459739822742
0.492,0.00089099877974857
0.493,0.000891554578210821
0.494,0.000892113807618869
0.495,0.000935426020324714
0.496,0.000936033466766566
0.497,0.000936544947059182
0.498,0.000937101017027331
0.499,0.000937553331419684
0.5,0.0009381502748404
0.501,0.000938591777652056
0.502,0.00093913152514337
0.503,0.000939627594553002
0.504,0.000985192227964951
0.505,0.000985734945083975
0.506,0.000986164252681306
0.507,0.000986596117085621
0.508,0.000987149358289781
0.509,0.000987672248174482
0.51,0.000988121252196307
0.511,0.000988626461633606
0.512,0.000988880020007869
0.513,0.00098942808797096
0.514,0.000989840456832113
0.515,0.00103787733282803
0.516,0.00103837994667495
0.517,0.001038867051818
0.518,0.00103937240809195
0.519,0.0010397870040717
0.52,0.00104025315756148
0.521,0.00104068905216703
0.522,0.00104112100371439
0.523,0.00109159434182911
0.524,0.00109215276210375
0.525,0.0010925237062624
0.526,0.00109300924913077
0.527,0.00109340430960078
0.528,0.00109377748594534
0.529,0.00109421405042928
0.53,0.0010945721188599
0.531,0.00114763585308262
0.532,0.00114810488971652
0.533,0.0011484609219818
0.534,0.00114879533204448
0.535,0.00114922041715495
0.536,0.00114950661560121
0.537,0.00114990248074362
0.538,0.00115028074914823
0.539,0.00115057236329978
0.54,0.00115089481963543
0.541,0.00115114005077896
0.542,0.00115144671051282
0.543,0.00115170495583
0.544,0.00115198563397978
0.545,0.00115229189631756
0.546,0.00115264230570002
0.547,0.00115292530708856
0.548,0.00115328498152302
0.549,0.00115353847993347
0.55,0.00115392786499902
0.551,0.00120974356813077
0.552,0.00121010628165485
0.553,0.00121045762445178
0.554,0.00121079579207289
0.555,0.0012111581883565
0.556,0.00121146493920297
0.557,0.00121182391258116
0.558,0.00121209100049284
0.559,0.00121234353372006
0.56,0.0012126910874678
0.561,0.00121294096836996
0.562,0.0012132989623787
0.563,0.00121364922069359
0.564,0.00127245973886799
0.565,0.00127289950207126
0.566,0.00127318565270474
0.567,0.00127360934916038
0.568,0.00127396558678265
0.569,0.00127435878459159
0.57,0.00127473337665739
0.571,0.00127512647086124
0.572,0.00133700424094751
0.573,0.00133738440886218
0.574,0.00133776188973738
0.575,0.00133810814635909
0.576,0.00133850664066037
0.577,0.00133891412217477
0.578,0.00133927305473443
0.579,0.0013396364705247
0.58,0.00134003419499482
0.581,0.00134033797932647
0.582,0.0014053832572284
0.583,0.00140577858365793
0.584,0.00140608486648006
0.585,0.00140649614395066
0.586,0.00140689053960958
0.587,0.00140720865887714
0.588,0.0014075679196719
0.589,0.00140794414156121
0.59,0.0014083308734057
0.591,0.00140866175950972
0.592,0.00140909317415148
0.593,0.00140944176234713
0.594,0.00140975251862959
0.595,0.00147828881583437
0.596,0.00147869573615098
0.597,0.00147901065584045
0.598,0.00147941897847989
0.599,0.0014798364299602
0.6,0.0014801058568915
0.601,0.00148050987109758
0.602,0.00148089318209411
0.603,0.00148128802216514
0.604,0.00148167402051158
0.605,0.00148202959569359
0.606,0.00148244258548822
0.607,0.00148275961594634
0.608,0.00148309299753963
0.609,0.00148346823195382
0.61,0.00155549960907312
0.611,0.00155587890941806
0.612,0.00155629247962993
0.613,0.00155665148159093
0.614,0.00155700219208041
0.615,0.0015573993298372
0.616,0.00155784974759359
0.617,0.00155818342033173
0.618,0.00155858341979898
0.619,0.00155897830715882
0.62,0.00155940838585267
0.621,0.00155976922414741
0.622,0.00156017137153685
0.623,0.00156053565436136
0.624,0.0015608862463345
0.625,0.00163671934049167
0.626,0.00163708768155796
0.627,0.00163753034263646
0.628,0.00163791401887079
0.629,0.00163832898917058
0.63,0.00163872773245132
0.631,0.00163909249161429
0.632,0.00163948618853833
0.633,0.00163990092529775
0.634,0.0016403090051551
0.635,0.00164068467782101
0.636,0.00164106319235099
0.637,0.00164138893204524
0.638,0.0016417425061704
0.639,0.00164206315876533
0.64,0.00164241154589532
0.641,0.00164275991793438
0.642,0.00164313482252701
0.643,0.00164349301172383
0.644,0.00164388167245817
0.645,0.00164426006126988
0.646,0.00172414799366879
0.647,0.00172456648016869
0.648,0.00172491857836674
0.649,0.00172534015573997
0.65,0.00172567258363429
0.651,0.00172611595966837
0.652,0.00172650595786205
0.653,0.00172691082778728
0.654,0.00172730461076354
0.655,0.00172765674759701
0.656,0.00172804716585342
0.657,0.00172843497907165
0.658,0.00172873962596051
0.659,0.0017291007619869
0.66,0.00172950188039768
0.661,0.00172985298159195
0.662,0.00173021895021324
0.663,0.00173058032126249
0.664,0.00173094623153992
0.665,0.00173133641488213
0.666,0.00173170960613566
0.667,0.00173208195245326
0.668,0.00173244377595076
0.669,0.00173280162972943
0.67,0.0017332015399312
0.671,0.00173360197599563
0.672,0.00181788087306678
0.673,0.0018182383096474
0.674,0.00181862372384327
0.675,0.00181902585404804
0.676,0.00181938066941318
0.677,0.00181971590277
0.678,0.00182005727551345
0.679,0.0018204233832458
0.68,0.00182079865385788
0.681,0.0018211892556569
0.682,0.00182159598355951
0.683,0.00182193034954723
0.684,0.00182235533094778
0.685,0.00182271729774474
0.686,0.00182309336652395
0.687,0.00182348335698728
0.688,0.00182391694804406
0.689,0.00182435329819264
0.69,0.0018247136071668
0.691,0.00182515717404837
0.692,0.00191396038294372
0.693,0.00191440824863976
0.694,0.00191482312372386
0.695,0.00191527255007615
0.696,0.00191571328660508
0.697,0.00191615248453951
0.698,0.00191658179470388
0.699,0.00191703344906036
0.7,0.00191746465685091
0.701,0.00191790130456561
0.702,0.0019183019704872
0.703,0.00191871427447062
0.704,0.00191915549815418
0.705,0.00191960688421952
0.706,0.00201301415350459
0.707,0.00201343896734684
0.708,0.0020138815150863
0.709,0.00201430869521352
0.71,0.00201470603940242
0.711,0.00201507688247692
0.712,0.00201548959287101
0.713,0.0020159580430902
0.714,0.00201638959173787
0.715,0.00201680945180054
0.716,0.00201724379639509
0.717,0.00201763194770679
0.718,0.00201806936076302
0.719,0.00201846702140359
0.72,0.0020189034794968
0.721,0.00201931532010188
0.722,0.00201977155411207
0.723,0.00202019323229267
0.724,0.00202063077940874
0.725,0.00211901509039467
0.726,0.00211950072671193
0.727,0.00211994977380399
0.728,0.00212037586332694
0.729,0.00212083930340185
0.73,0.00212129869869864
0.731,0.0021217551710008
0.732,0.00212216187115367
0.733,0.00212259419489708
0.734,0.00212305567323558
0.735,0.00212351600733987
0.736,0.00212393426265025
0.737,0.00212435757949258
0.738,0.00212473631976256
0.739,0.00212510892613169
0.74,0.00212552482901073
0.741,0.00212594802110284
0.742,0.00212635146043025
0.743,0.00212673132668627
0.744,0.00212716761172277
0.745,0.00223069647203323
0.746,0.00223110919114366
0.747,0.00223154291716091
0.748,0.00223196958234223
0.749,0.00223242118067704
0.75,0.00223286876366163
0.751,0.00223331144839573
0.752,0.00223377387514265
0.753,0.00223416353465822
0.754,0.00223458549876587
0.755,0.00223504060200791
0.756,0.00223549782255928
0.757,0.00223595720854288
0.758,0.00223642664750079
0.759,0.00223690022178784
0.76,0.00223737996255186
0.761,0.00223783531376346
0.762,0.00223822261816035
0.763,0.00223867965037442
0.764,0.00223912323165613
0.765,0.00223956246391246
0.766,0.00224003965240546
0.767,0.00224049956029816
0.768,0.00224094774884433
0.769,0.00224136670909688
0.77,0.00224179097081331
0.771,0.00224218100874422
0.772,0.00224256399717917
0.773,0.00224294919243603
0.774,0.00224334346545443
0.775,0.00224376314331196
0.776,0.00224415616459151
0.777,0.00224452283662537
0.778,0.00224489443452594
0.779,0.00224529287765422
0.78,0.00224570214248141
0.781,0.00224607843485229
0.782,0.00224642462039621
0.783,0.00224677336749515
0.784,0.00224716622439434
0.785,0.00224756937048867
0.786,0.00224797808695377
0.787,0.00224835406943844
0.788,0.00224872379586206
0.789,0.00224909179631862
0.79,0.0022494769536301
0.791,0.00224988178012089
0.792,0.00225027792165327
0.793,0.00214657684264667
0.794,0.00214693607447635
0.795,0.00214734432734716
0.796,0.00225184637907518
0.797,0.00225227834624412
0.798,0.00225270034847091
0.799,0.00225313599112787
0.8,0.00225360266508304
0.801,0.00225403777445842
0.802,0.00225443596976213
0.803,0.00225486971260638
0.804,0.00225532748442823
0.805,0.0022557483908851
0.806,0.00225615827453143
0.807,0.00225658427885844
0.808,0.00225698884901879
0.809,0.00225738985338373
0.81,0.00225781463877859
0.811,0.00225828899823764
0.812,0.00225874447727206
0.813,0.00225909706409151
0.814,0.00225948133681534
0.815,0.00225988266569581
0.816,0.0022602466839936
0.817,0.00226062825810029
0.818,0.00226100112788905
0.819,0.00226141704758234
0.82,0.00226184758376144
0.821,0.00226222269224309
0.822,0.00226262960568842
0.823,0.00226302312360493
0.824,0.00226339696068546
0.825,0.00226371259395592
0.826,0.00226409502518875
0.827,0.00226451195200861
0.828,0.00226489464537409
0.829,0.00226526689988379
0.83,0.0022656736047522
0.831,0.00226609159725029
0.832,0.00226647933524401
0.833,0.00226685125745832
0.834,0.00226725930306652
0.835,0.00226771277505641
0.836,0.00226813708654596
0.837,0.00226854088347195
0.838,0.00226892894631017
0.839,0.00226928812988801
0.84,0.00226973984123781
0.841,0.00227013000676728
0.842,0.00227057576193804
0.843,0.00227096271429291
0.844,0.00238152403862491
0.845,0.00238194634727112
0.846,0.00238234923277378
0.847,0.00238281151445706
0.848,0.00238323090511264
0.849,0.00238366885543415
0.85,0.00238407928363028
0.851,0.00238453703659665
0.852,0.00238499374610914
0.853,0.00238545711135767
0.854,0.00238582723526084
0.855,0.00238624483812887
0.856,0.00238667795169187
0.857,0.00238708174342112
0.858,0.00238751664477066
0.859,0.00238800233681506
0.86,0.00238841747193105
0.861,0.00238884961553256
0.862,0.00238927075966545
0.863,0.00238969839352737
0.864,0.00239016365818245
0.865,0.00239061073444631
0.866,0.00239110349487634
0.867,0.00239153694950274
0.868,0.00239195984656158
0.869,0.00239238424719712
0.87,0.00239280866779221
0.871,0.00239323347924646
0.872,0.00239365188092946
0.873,0.00239414143317365
0.874,0.00239453504997188
0.875,0.00239497240953171
0.876,0.0023954156468187
0.877,0.00239586186138406
0.878,0.00239627887360717
0.879,0.00239672684128383
0.88,0.00239717649554321
0.881,0.00251389004169118
0.882,0.00251434854988476
0.883,0.00251483431135575
0.884,0.0025152543100517
0.885,0.00251564160993153
0.886,0.00251606325119625
0.887,0.00251652609790101
0.888,0.00251691355212198
0.889,0.00251735876846874
0.89,0.00251778316808505
0.891,0.00251817097781614
0.892,0.00251860231032919
0.893,0.00251905444047703
0.894,0.00251947779388881
0.895,0.00251980029238614
0.896,0.00252021704155485
0.897,0.0024040336879633
0.898,0.00240437894576923
0.899,0.00240477021699277
0.9,0.00240518889888303
0.901,0.00240559462038874
0.902,0.00240595775890023
0.903,0.00252306109682295
0.904,0.00252348974363197
0.905,0.00240717021316912
0.906,0.0024075473182509
0.907,0.00240795403378344
0.908,0.00240839377639206
0.909,0.00252566480966744
0.91,0.00252612487364975
0.911,0.002526506155512
0.912,0.00252696626609304
0.913,0.00252747681721289
0.914,0.00252792669115498
0.915,0.00252840387405302
0.916,0.00252889632067189
0.917,0.00252938338746998
0.918,0.00252989695285153
0.919,0.00253035226797633
0.92,0.00253083718937716
0.921,0.00253132271460275
0.922,0.00253184876506944
0.923,0.00253235771410936
0.924,0.00253286418972179
0.925,0.00265618191856794
0.926,0.00265669645355022
0.927,0.00265718500066242
0.928,0.00265765933239709
0.929,0.0026581315821227
0.93,0.0026586197363477
0.931,0.00265912180542157
0.932,0.00265960417490437
0.933,0.00266003836945128
0.934,0.00266053633268078
0.935,0.00266100894138183
0.936,0.00266149679224583
0.937,0.00266191975347641
0.938,0.0026623689037764
0.939,0.00266283978570232
0.94,0.00266332913678867
0.941,0.0026638130268566
0.942,0.00266427793842056
0.943,0.00266475543070366
0.944,0.00266521048870296
0.945,0.00266568203779754
0.946,0.00266611033680344
0.947,0.00266656012222042
0.948,0.0026669948620346
0.949,0.00266743910725372
0.95,0.00266788663819141
0.951,0.00266834162727822
0.952,0.00266876310499348
0.953,0.00266920766292171
0.954,0.00266967138638711
0.955,0.00267007597401563
0.956,0.00267045103602112
0.957,0.00267087333712151
0.958,0.00267131118865214
0.959,0.00267176074390993
0.96,0.00267218868160587
0.961,0.00267262418429828
0.962,0.00267305981017996
0.963,0.00267350184705336
0.964,0.00267394968461147
0.965,0.0028041898771037
0.966,0.00280466080831942
0.967,0.00280511943364321
0.968,0.00280561362721325
0.969,0.00280610163644362
0.97,0.00280660600142061
0.971,0.00280714910311394
0.972,0.00280763616177902
0.973,0.00280810612715015
0.974,0.00280860336556093
0.975,0.00280907141773081
0.976,0.00280955929410776
0.977,0.0028100118003004
0.978,0.00281048924597783
0.979,0.00281096272644558
0.98,0.00294790245276029
0.981,0.00294841540383706
0.982,0.00294889298711793
0.983,0.00294946721523382
0.984,0.00295000956597195
0.985,0.00295051724516028
0.986,0.0029510165236432
0.987,0.00295149172817688
0.988,0.00295201230605387
0.989,0.00295256680105884
0.99,0.00295310292455173
0.991,0.00295364697548389
0.992,0.00295412872143186
0.993,0.00295462780920977
0.994,0.00295510792407811
0.995,0.002955589370115
0.996,0.00295607301764483
0.997,0.00295658302344166
0.998,0.0029571031538797
0.999,0.00295760853359889
1,0.00295810579417363
1.001,0.00295858428700772
1.002,0.00295906188969485
1.003,0.00295955097211492
1.004,0.0029600563382895
1.005,0.00296057212245483
1.006,0.00310484124301197
1.007,0.00310537773484929
1.008,0.00310591783723504
1.009,0.00310645490761016
1.01,0.00310698494879255
1.011,0.00310752825503152
1.012,0.00310807432423379
1.013,0.0031085995832417
1.014,0.00310914775798827
1.015,0.00310968743946532
1.016,0.00311022002585157
1.017,0.00311076735986206
1.018,0.00326236943592841
1.019,0.003262961537617
1.02,0.00326355984954162
1.021,0.0032641212181398
1.022,0.00326467391071052
1.023,0.00326526478522953
1.024,0.00326583951513776
1.025,0.00326640168778629
1.026,0.00326699284798074
1.027,0.00326750776416254
1.028,0.00326807449790609
1.029,0.00326861005061124
1.03,0.00326912103516281
1.031,0.00326964719235464
1.032,0.0032701351727637
1.033,0.00327064586740514
1.034,0.00327114381022598
1.035,0.00327171364989517
1.036,0.00343434612001315
1.037,0.00343493170647151
1.038,0.00343550601244921
1.039,0.00343609310856194
1.04,0.00343661233034514
1.041,0.00343719901668462
1.042,0.00343778007343236
1.043,0.00343834286889876
1.044,0.00343889859653977
1.045,0.00343942898605736
1.046,0.00343998670291451
1.047,0.00344054923066267
1.048,0.00344110798788379
1.049,0.00344170485580875
1.05,0.00344228362712134
1.051,0.00344284688579591
1.052,0.00344342112001849
1.053,0.0034439915750931
1.054,0.00344454554400148
1.055,0.00344512657500363
1.056,0.00362196574001532
1.057,0.00362256534075775
1.058,0.00362311846252043
1.059,0.00362371933605268
1.06,0.00362430043267535
1.061,0.00362487869538414
1.062,0.00362546260734875
1.063,0.00362601059414639
1.064,0.00362663304106341
1.065,0.00362724100445905
1.066,0.00362785055427432
1.067,0.00362843015591721
1.068,0.00362904678264635
1.069,0.00362965569178566
1.07,0.00363024609230705
1.071,0.0036308540817586
1.072,0.00363143087164248
1.073,0.00363203780100735
1.074,0.0036326065977682
1.075,0.00382399848500702
1.076,0.00382461441050521
1.077,0.00382524587071395
1.078,0.00382584542038984
1.079,0.00382645282710253
1.08,0.00382702662711206
1.081,0.00382760679225714
1.082,0.00382818509828715
1.083,0.00382880638897341
1.084,0.00382939238521673
1.085,0.00383001739321179
1.086,0.00383061141980356
1.087,0.00383122363802317
1.088,0.00383183443967218
1.089,0.00383245568555764
1.09,0.00383307030350275
1.091,0.00383366272455753
1.092,0.00383426401577494
1.093,0.00383485736307726
1.094,0.00383544913052605
1.095,0.00383605463918014
1.096,0.00383666823975676
1.097,0.00383724656980777
1.098,0.0038378549841974
1.099,0.00383843776051505
1.1,0.00383906224145818
1.101,0.0038396324104821
1.102,0.00384024780942498
1.103,0.00404801769201471
1.104,0.00404866193022418
1.105,0.00404928193593916
1.106,0.00404989400174784
1.107,0.00405051482171884
1.108,0.00405116225149519
1.109,0.00405180033426987
1.11,0.00405241249439689
1.111,0.0040530416798938
1.112,0.00405367536532456
1.113,0.00405433856159148
1.114,0.00405497368811265
1.115,0.00405563021408823
1.116,0.00405627963384071
1.117,0.00405694697314284
1.118,0.00405759422824955
1.119,0.00405823685910231
1.12,0.00405888518385845
1.121,0.00405952248972681
1.122,0.00406016900069692
1.123,0.00406080786292487
1.124,0.00406145181040902
1.125,0.00406208512042736
1.126,0.0040627355211214
1.127,0.00406336408266324
1.128,0.00406398524907196
1.129,0.00406457834797792
1.13,0.00406518231394378
1.131,0.00406579638441484
1.132,0.0040664127915017
1.133,0.00406702909547691
1.134,0.00406764247656616
1.135,0.0042938530027149
1.136,0.0042945134253236
1.137,0.00429515071741426
1.138,0.00429578770702006
1.139,0.00429644516294038
1.14,0.00429708929012177
1.141,0.00429775618495798
1.142,0.00429838450538737
1.143,0.00429903667637403
1.144,0.00429970286675336
1.145,0.00430037061075275
1.146,0.00430101337118408
1.147,0.00430172252455508
1.148,0.00430236077139291
1.148,0.00430236077139291
1.15,0.00430366880066481
1.151,0.00430432823803941
1.152,0.00430496652832933
1.153,0.00430563352229073
1.154,0.00430629170605837
1.155,0.00430697419021822
1.156,0.00430759244555333
1.157,0.00430824925095589
1.158,0.00455466251816103
1.159,0.00455536324229784
1.16,0.00455606345455563
1.161,0.00455675519764776
1.162,0.00455742398094285
1.163,0.0045581195582145
1.164,0.00455883252649977
1.165,0.00455947218352074
1.166,0.00456021629236998
1.167,0.00456090521923951
1.168,0.00456162367197461
1.169,0.00456229885868332
1.17,0.00456300348744161
1.171,0.00456366902533336
1.172,0.00456435403779496
1.173,0.00456503917829356
1.174,0.0045656930911542
1.175,0.00456636760108036
1.176,0.00456699436186704
1.177,0.00456768765067993
1.178,0.00456833896539193
1.179,0.00456901820442883
1.18,0.00456967859747116
1.181,0.00457035047849821
1.182,0.00457104717550591
1.183,0.00457173594158778
1.184,0.00457244142665014
1.185,0.00457312227923632
1.186,0.0045738358838759
1.187,0.00457450927163835
1.188,0.00457520833517576
1.189,0.00457586287965974
1.19,0.00457655035467222
1.191,0.00457719433394576
1.192,0.00457784475870595
1.193,0.00457851064246476
1.194,0.00457916933347152
1.195,0.00457985127242213
1.196,0.00458051481837517
1.197,0.00485028002925657
1.198,0.00485101291980671
1.199,0.00485174882816614
1.2,0.00485246018963483
1.201,0.00485319328325113
1.202,0.00485391381730264
1.203,0.00485461804010425
1.204,0.00485535000122859
1.205,0.00485603235487014
1.206,0.00485675695214761
1.207,0.00485745822185135
1.208,0.00485816688622523
1.209,0.00485886160518258
1.21,0.00485954939088195
1.211,0.00486027465249722
