time,r_pns,mass_pns
0.25,98.6762174247444,0.713021740187539
0.26,70.7456091966726,1.14645830476533
0.27,70.7456091966726,1.21525193963894
0.28,70.7456091966726,1.25028135681894
0.29,70.7456091966726,1.28861552152879
0.3,69.0839455749441,1.31647588879258
0.31,67.4613108911684,1.33912638297089
0.32,65.8767884387524,1.35976387699284
0.33,64.3294830425875,1.37959890110948
0.34,62.8185205533211,1.39831630906204
0.35,61.3430473535063,1.41654495638926
0.36,59.9022298753512,1.43371079599663
0.37,57.1213252466468,1.44788743679333
0.38,57.1213252466468,1.46634348919541
0.39,55.7796670255208,1.48183536617951
0.4,54.469521497326,1.4957098581763
0.41,53.1901484960497,1.50894078615246
0.42,51.9408252406019,1.52253727204873
0.43,51.9408252406019,1.53760317143649
0.44,50.7208459264803,1.55015201541275
0.45,49.5295213270266,1.56243675552602
0.46,48.3661784040482,1.57407861519507
0.47,48.3661784040482,1.58681139994925
0.48,47.2301599275853,1.59646835280972
0.49,47.2301599275853,1.60813756619981
0.5,46.1208241046099,1.61746699921854
0.51,45.0375442164443,1.62633361413954
0.52,45.0375442164443,1.63577205051466
0.53,43.9797082646977,1.64357985957717
0.54,42.9467186255171,1.65040207650094
0.55,42.9467186255171,1.65891156226189
0.56,41.9379917119606,1.66552619112236
0.57,41.9379917119606,1.67337863638295
0.58,40.9529576443001,1.67961719523029
0.59,40.9529576443001,1.68685469641039
0.6,39.991059928068,1.69270103155277
0.61,39.991059928068,1.69928481279274
0.62,39.0517551396662,1.70493755564222
0.63,39.0517551396662,1.7113971564389
0.64,38.1345126193589,1.71646553197511
0.65,38.1345126193589,1.72273350321375
0.66,37.2388141714767,1.72815598217844
0.67,36.3641537716626,1.73342668806774
0.68,36.3641537716626,1.7393413386258
0.69,36.3641537716626,1.74453569097919
0.7,35.5100372809934,1.74858602617862
0.71,35.5100372809934,1.75354251582052
0.72,34.6759821668164,1.75809506429286
0.73,34.6759821668164,1.76295342804053
0.74,33.8615172301428,1.76701167879613
0.75,33.8615172301428,1.77136730339636
0.76,33.8615172301428,1.77548963189284
0.77,33.0661823394439,1.77894567107517
0.78,33.0661823394439,1.78282502952151
0.79,33.0661823394439,1.78669570804253
0.8,33.0661823394439,1.79071318706851
0.81,32.2895281707003,1.79386673385435
0.82,32.2895281707003,1.79731747527179
0.83,32.2895281707003,1.80087993963577
0.84,32.2895281707003,1.80425761012358
0.85,31.5311159535566,1.807326224647
0.86,31.5311159535566,1.81085760353472
0.87,31.5311159535566,1.81411893694566
0.88,31.5311159535566,1.81715884582155
0.89,31.5311159535566,1.8201725564738
0.9,30.7905172234379,1.82298150752526
0.91,30.7905172234379,1.826259097976
0.92,30.7905172234379,1.82940346332204
0.93,30.7905172234379,1.8323846114043
0.94,30.7905172234379,1.83517457408845
0.95,30.0673135794893,1.83766734943695
0.96,30.0673135794893,1.84080245857625
0.97,30.0673135794893,1.84388945760337
0.98,29.3610964482007,1.84638119348391
0.99,30.0673135794893,1.84949161588468
1,30.0673135794893,1.85203830370028
1.01,29.3610964482007,1.85434737149012
1.02,29.3610964482007,1.85722414325005
1.03,28.6714668525828,1.8597023195823
1.04,28.6714668525828,1.86215557957364
1.05,28.6714668525828,1.86455771942916
1.06,29.3610964482007,1.86696768093967
1.07,28.6714668525828,1.86903410992979
1.08,28.6714668525828,1.87119023406793
1.09,28.6714668525828,1.87307578296848
1.1,28.6714668525828,1.87525007904175
1.11,27.9980351867661,1.87723359350884
1.12,28.6714668525828,1.87930067237522
1.13,27.9980351867661,1.88098724651138
1.14,27.9980351867661,1.88289429329677
1.15,27.9980351867661,1.88469155465118
1.16,27.9980351867661,1.88661406902621
1.17,27.9980351867661,1.88852873446272
1.18,27.9980351867661,1.89037655874844
1.19,27.9980351867661,1.89236132479009
1.2,27.3404209958926,1.8942790871861
1.21,27.3404209958926,1.89626107039825
1.22,27.3404209958926,1.89799602419151
1.23,27.3404209958926,1.89964031265993
