time,r_pns,mass_pns
0.18,98.6762174247444,0.587500246139729
0.19,59.9022298753512,1.04221683968089
0.2,70.7456091966726,1.1594033492028
0.21,70.7456091966726,1.19764145493013
0.22,70.7456091966726,1.23200989039704
0.23,69.0839455749441,1.25578023829259
0.24,67.4613108911684,1.27628313487638
0.25,64.3294830425875,1.29058811380893
0.26,62.8185205533211,1.30972291542507
0.27,61.3430473535063,1.32821896642102
0.28,59.9022298753512,1.34567547122625
0.29,58.4952541297953,1.36271783304284
0.3,58.4952541297953,1.38192640695355
0.31,57.1213252466468,1.39666918240927
0.32,55.7796670255208,1.40988762172683
0.33,54.469521497326,1.42215467129042
0.34,53.1901484960497,1.4335446358577
0.35,51.9408252406019,1.44490937088885
0.36,50.7208459264803,1.45526937295278
0.37,49.5295213270266,1.4637209136858
0.38,48.3661784040482,1.47071315700458
0.39,47.2301599275853,1.47704897286963
0.4,46.1208241046099,1.4822985450125
0.41,45.0375442164443,1.486614606683
0.42,43.9797082646977,1.49046661094534
0.43,43.9797082646977,1.49563494229292
0.44,42.9467186255171,1.49895665681937
0.45,41.9379917119606,1.50201579202503
0.46,41.9379917119606,1.50661711832074
0.47,40.9529576443001,1.50959945221163
0.48,39.991059928068,1.51280843443733
0.49,39.0517551396662,1.51572766398228
0.5,39.0517551396662,1.5194820318755
0.51,38.1345126193589,1.52234427707532
0.52,38.1345126193589,1.52572323090466
0.53,37.2388141714767,1.52813482508224
0.54,37.2388141714767,1.53132543059978
0.55,36.3641537716626,1.53388152132513
0.56,36.3641537716626,1.53687399302611
0.57,35.5100372809934,1.53907526839984
0.58,35.5100372809934,1.54202259750517
0.59,34.6759821668164,1.54430457304217
0.6,34.6759821668164,1.54727495841263
0.61,33.8615172301428,1.54952947980644
0.62,33.8615172301428,1.55244782987736
0.63,33.0661823394439,1.55474673668971
0.64,33.0661823394439,1.55757357440929
0.65,33.0661823394439,1.56018615339329
0.66,32.2895281707003,1.56222751829495
0.67,32.2895281707003,1.56474456372358
0.68,32.2895281707003,1.56724724515242
0.69,31.5311159535566,1.56937089934223
0.7,31.5311159535566,1.57199797382562
0.71,30.7905172234379,1.57417372644571
0.72,30.7905172234379,1.57663026113619
0.73,30.7905172234379,1.5789489452916
0.74,30.0673135794893,1.58088588385525
0.75,30.0673135794893,1.58330436300499
0.76,30.0673135794893,1.58572810909522
0.77,29.3610964482007,1.58785716789737
0.78,29.3610964482007,1.59022254457024
0.79,28.6714668525828,1.59214120993418
0.8,28.6714668525828,1.59433240711541
0.81,28.6714668525828,1.59652011685515
0.82,27.9980351867661,1.59846344740426
0.83,27.9980351867661,1.60076594804639
0.84,27.9980351867661,1.60291059536196
0.85,27.9980351867661,1.60508544833404
0.86,27.3404209958926,1.60704573720053
0.87,27.3404209958926,1.60920150267752
0.88,27.3404209958926,1.61125079261923
0.89,26.6982527611782,1.61310001734141
0.9,26.6982527611782,1.61523791830286
0.91,26.0711676900237,1.61711410300331
0.92,26.0711676900237,1.61922231425559
0.93,26.0711676900237,1.62120124684092
0.94,26.0711676900237,1.62324739560438
0.95,25.4588115110549,1.62494698901719
0.96,25.4588115110549,1.62700409571419
0.97,25.4588115110549,1.62904581111244
0.98,24.8608382739772,1.63072099575887
0.99,24.8608382739772,1.63267933254311
1,24.8608382739772,1.63459652541363
1.01,24.8608382739772,1.63660675307031
1.02,24.8608382739772,1.63856575965547
1.03,24.2769101541316,1.64025238577016
1.04,24.2769101541316,1.64212364568289
1.05,24.2769101541316,1.64399026924184
1.06,23.7066972616403,1.64568971523954
1.07,23.7066972616403,1.6475688901262
1.08,23.7066972616403,1.64940733904252
1.09,23.7066972616403,1.65128547192659
1.1,23.7066972616403,1.65312980645295
1.11,23.149877455036,1.65472788298123
1.12,23.149877455036,1.65649586898049
1.13,23.149877455036,1.6583182418577
1.14,23.149877455036,1.66011411554042
1.15,23.149877455036,1.66187551860813
1.16,23.149877455036,1.66364543670191
1.17,22.6061361592678,1.66522948413876
1.18,22.6061361592678,1.66702969183149
1.19,22.6061361592678,1.66873007394614
1.2,22.6061361592678,1.6705250994699
1.21,22.6061361592678,1.67227468995008
1.22,22.6061361592678,1.67395465318822
1.23,22.0751661879828,1.67538459757002
1.24,22.0751661879828,1.67705611638947
1.25,22.0751661879828,1.67875887298867
1.26,22.0751661879828,1.6804834630287
1.27,22.0751661879828,1.68210239515492
1.28,22.0751661879828,1.68384758699564
1.29,22.0751661879828,1.68555343370505
1.3,21.5566675699808,1.68705695352522
1.31,21.5566675699808,1.68867829694589
1.32,21.5566675699808,1.69030540296535
1.33,21.5566675699808,1.69196795512103
1.34,21.5566675699808,1.69357063468676
1.35,21.5566675699808,1.69520371478514
1.36,21.5566675699808,1.69681565429482
1.37,21.050347379746,1.69828265155381
1.38,21.050347379746,1.69988874458982
1.39,21.050347379746,1.7014898870805
1.4,21.050347379746,1.70305377384943
1.41,21.050347379746,1.70468543545444
1.42,21.050347379746,1.7062305988121
1.43,21.050347379746,1.70781071778502
1.44,21.050347379746,1.70938197037196
1.45,20.5559195719589,1.71076879027825
1.46,20.5559195719589,1.71236146396634
1.47,20.5559195719589,1.71394052097183
1.48,20.5559195719589,1.71543862784952
1.49,20.5559195719589,1.71700482627272
1.5,20.5559195719589,1.71854019242263
1.51,20.5559195719589,1.72006099445525
1.52,20.5559195719589,1.72153512903688
1.53,20.5559195719589,1.72308710951341
1.54,20.073104819895,1.72449117254045
1.55,20.073104819895,1.72597263363435
1.56,20.073104819895,1.72749350418184
1.57,20.073104819895,1.72896473358154
