"LHO" "LLO" "VIR" "KAG" "LAO"
174594.260008695 187583.915270773 82996.1060051979 43700.6949991025 189502.395685084
349.18852001739 375.167830541547 165.992212010396 87.401389998205 379.004791370167
174.594260008695 187.583915270773 82.9961060051979 43.7006949991025 189.502395685084
116.39617333913 125.055943513849 55.3307373367986 29.1337966660683 126.334930456722
87.2971300043474 93.7919576353867 41.4980530025989 21.8503474995512 94.7511978425419
69.837704003478 75.0335661083094 33.1984424020792 17.480277999641 75.8009582740335
58.198086669565 62.5279717569245 27.6653686683993 14.5668983330342 63.1674652283612
49.8840742881985 53.5954043630781 23.7131731443423 12.4859128568864 54.1435416243096
43.6485650021737 46.8959788176934 20.7490265012995 10.9251737497756 47.3755989212709
38.7987244463766 41.6853145046163 18.4435791122662 9.71126555535611 42.1116434855742
34.918852001739 37.5167830541547 16.5992212010396 8.7401389998205 37.9004791370167
31.7444109106718 34.1061664128679 15.0902010918542 7.94558090892772 34.4549810336516
29.0990433347825 31.2639858784622 13.8326843341996 7.28344916651708 31.5837326141806
26.8606553859531 28.8590638878113 12.7686316931074 6.72318384601577 29.1542147207821
24.9420371440993 26.7977021815391 11.8565865721711 6.24295642844321 27.0717708121548
23.279234667826 25.0111887027698 11.0661474673597 5.82675933321366 25.2669860913445
21.8242825010869 23.4479894088467 10.3745132506497 5.46258687488781 23.6877994606355
20.5405011774935 22.0686959142086 9.7642477653174 5.14125823518853 22.2943994923628
19.3993622231883 20.8426572523082 9.2217895561331 4.85563277767805 21.0558217427871
18.37834315881 19.7456752916604 8.73643221107346 4.60007315780026 19.9476205984299
17.4594260008695 18.7583915270773 8.29961060051979 4.37006949991025 18.9502395685084
16.6280247627328 17.8651347876927 7.90439104811408 4.16197095229547 18.0478472081032
15.8722054553359 17.0530832064339 7.54510054592708 3.97279045446386 17.2274905168258
15.1821095659735 16.3116448061542 7.21705269610416 3.80006043470456 16.4784691900073
14.5495216673912 15.6319929392311 6.91634216709982 3.64172458325854 15.7918663070903
13.9675408006956 15.0067132216619 6.63968848041583 3.4960555999282 15.1601916548067
13.4303276929765 14.4295319439056 6.38431584655368 3.36159192300788 14.5771073603911
12.9329081487922 13.8951048348721 6.14785970408873 3.23708851845204 14.0372144951914
12.4710185720496 13.3988510907695 5.92829328608556 3.12147821422161 13.5358854060774
12.0409834488755 12.936821742812 5.72386937966882 3.01384103442086 13.0691307369023
11.639617333913 12.5055943513849 5.53307373367986 2.91337966660683 12.6334930456722
11.2641458070126 12.1021880819854 5.35458748420631 2.81939967736145 12.2259610119409
10.9121412505434 11.7239947044233 5.18725662532487 2.73129343744391 11.8438997303177
10.5814703035573 11.3687221376226 5.03006703061805 2.64852696964257 11.4849936778839
10.2702505887468 11.0343479571043 4.8821238826587 2.57062911759426 11.1471997461814
9.97681485763971 10.7190808726156 4.74263462886845 2.49718257137728 10.8287083248619
9.69968111159416 10.4213286261541 4.61089477806655 2.42781638883903 10.5279108713935
9.43752756803756 10.1396710957175 4.48627600028097 2.36219972968122 10.2433727397343
9.18917157940499 9.87283764583018 4.36821610553673 2.30003657890013 9.97381029921493
8.95355179531769 9.61968796260377 4.25621056436912 2.24106128200526 9.71807157359404
8.72971300043474 9.37919576353867 4.14980530025989 2.18503474995512 9.47511978425419
8.51679317115585 9.15043489125724 4.04859053683892 2.13174121946841 9.2440193017114
8.31401238136642 8.93256739384635 3.95219552405704 2.08098547614774 9.02392360405161
8.12066325621837 8.72483326840807 3.86028400024176 2.03259046507453 8.81406491558529
7.93610272766795 8.52654160321697 3.77255027296354 1.98639522723193 8.6137452584129
7.75974488927533 8.33706290092326 3.68871582245324 1.94225311107122 8.42232869711483
7.59105478298673 8.15582240307711 3.60852634805208 1.90003021735228 8.23923459500364
7.4295429790934 7.98229426684142 3.53174919171055 1.859604042515 8.06393173128016
7.27476083369562 7.81599646961556 3.45817108354991 1.82086229162927 7.89593315354516
7.12629632688551 7.65648633758259 3.38759616347746 1.78370183669806 7.73479166061566
6.98377040034779 7.50335661083094 3.31984424020792 1.7480277999641 7.58009582740335
6.84683372583117 7.35623197140288 3.2547492551058 1.71375274506284 7.43146649745426
6.71516384648826 7.21476597195282 3.19215792327684 1.68079596150394 7.28855368019553
6.58846264183754 7.07863831210466 3.13192852849803 1.64908283015481 7.15103379943712
6.46645407439611 6.94755241743605 3.07392985204437 1.61854425922602 7.01860724759569
6.34888218213436 6.82123328257358 3.01804021837083 1.58911618178554 6.89099620673032
6.23550928602482 6.69942554538477 2.96414664304278 1.5607391071108 6.76794270303871
6.12611438627 6.58189176388679 2.91214407035782 1.53335771926675 6.64920686614329
6.02049172443775 6.46841087140598 2.86193468983441 1.50692051721043 6.53456536845116
5.91844949182016 6.35877678883978 2.8134273222101 1.481379491495 6.42381002322318
5.8198086669565 6.25279717569245 2.76653686683993 1.45668983330342 6.31674652283612
