"LHO" "LLO"
1270730.48494317 1673420.92157899
508.292193977267 669.368368631595
254.146096988634 334.684184315798
169.430731325756 223.122789543865
127.073048494317 167.342092157899
101.658438795453 133.873673726319
84.7153656628779 111.561394771933
72.613170568181 95.6240526616565
63.5365242471584 83.6710460789494
56.4769104419186 74.3742631812884
50.8292193977267 66.9368368631595
46.2083812706607 60.8516698755996
42.357682831439 55.7806973859663
39.0993995367129 51.4898745101227
36.3065852840905 47.8120263308282
33.8861462651512 44.624557908773
31.7682621235792 41.8355230394747
29.8995408221922 39.3746099195056
28.2384552209593 37.1871315906442
26.7522207356457 35.229914138505
25.4146096988634 33.4684184315798
24.2043901893937 31.8746842205522
23.1041906353303 30.4258349377998
22.0996606077073 29.1029725491998
21.1788414157195 27.8903486929831
20.3316877590907 26.7747347452638
19.5496997683564 25.7449372550614
18.8256368139729 24.7914210604295
18.1532926420453 23.9060131654141
17.5273170336989 23.0816678838481
16.9430731325756 22.3122789543865
16.3965223863635 21.592528020374
15.8841310617896 20.9177615197374
15.4027937568869 20.2838899585332
14.9497704110961 19.6873049597528
14.5226341136362 19.1248105323313
14.1192276104797 18.5935657953221
13.7376268642505 18.0910369900431
13.3761103678228 17.6149570692525
13.0331331789043 17.1632915033742
12.7073048494317 16.7342092157899
12.3973705848114 16.3260577715023
12.1021950946968 15.9373421102761
11.8207486971458 15.5667062472464
11.5520953176652 15.2129174688999
11.2953820883837 14.8748526362577
11.0498303038536 14.5514862745999
10.8147275314312 14.241880183651
10.5894207078597 13.9451743464916
10.3733100811687 13.6605789516652
10.1658438795453 13.3873673726319
9.9665136073974 13.1248699731685
9.77484988417822 12.8724686275307
9.59041875428806 12.6295918609735
9.41281840698643 12.3957105302147
9.24167625413213 12.1703339751199
9.07664632102263 11.9530065827071
8.91740691188188 11.743304712835
8.76365851684944 11.5408339419241
8.61512193181809 11.3452265869762
8.47153656628779 11.1561394771933
