"LHO" "LLO"
439952.238630786 579371.699462451
439.952238630786 579.371699462451
219.976119315393 289.685849731226
146.650746210262 193.123899820817
109.988059657696 144.842924865613
87.9904477261571 115.87433989249
73.3253731051309 96.5619499104085
62.8503198043979 82.767385637493
54.9940298288482 72.4214624328064
48.8835820700873 64.3746332736057
43.9952238630786 57.9371699462451
39.9956580573441 52.6701544965865
36.6626865525655 48.2809749552043
33.8424798946758 44.5670538048039
31.425159902199 41.3836928187465
29.3301492420524 38.6247799641634
27.4970149144241 36.2107312164032
25.8795434488697 34.0806882036736
24.4417910350436 32.1873166368028
23.1553809805677 30.493247340129
21.9976119315393 28.9685849731226
20.950106601466 27.589128545831
19.9978290286721 26.3350772482932
19.1283582013385 25.1900738896718
18.3313432762827 24.1404874776021
17.5980895452314 23.174867978498
16.9212399473379 22.283526902402
16.2945273566958 21.4582110912019
15.7125799510995 20.6918464093733
15.1707668493374 19.9783344642224
14.6650746210262 19.3123899820817
14.1920076977673 18.6894096600791
13.748507457212 18.1053656082016
13.3318860191147 17.5567181655288
12.9397717244349 17.0403441018368
12.5700639608796 16.5534771274986
12.2208955175218 16.0936583184014
11.8906010440753 15.6586945800662
11.5776904902838 15.2466236700645
11.2808266315586 14.8556846016013
10.9988059657696 14.4842924865613
10.7305424056289 14.1310170600598
10.475053300733 13.7945642729155
10.2314474100183 13.4737604526151
9.99891451433603 13.1675386241466
9.77671641401746 12.8749266547211
9.56417910066925 12.5950369448359
9.36068592831459 12.3270574353713
9.16567163814137 12.0702437388011
8.97861711491399 11.8239122339276
8.79904477261571 11.587433989249
8.62651448295658 11.3602294012245
8.46061997366895 11.141763451201
8.30098563454312 10.9315414992915
8.14726367834788 10.7291055456009
7.99913161146883 10.5340308993173
7.85628997554974 10.3459232046866
7.71846032685589 10.164415780043
7.58538342466872 9.98916723211122
7.45681760391162 9.8198593129229
7.33253731051309 9.65619499104085
