"LHO" "LLO"
274180.711938442 361067.704826277
274.180711938442 361.067704826277
137.090355969221 180.533852413138
91.3935706461475 120.355901608759
68.5451779846106 90.2669262065692
54.8361423876885 72.2135409652553
45.6967853230737 60.1779508043795
39.1686731340632 51.5811006894681
34.2725889923053 45.1334631032846
30.4645235487158 40.1186338695863
27.4180711938442 36.1067704826277
24.9255192671311 32.8243368023888
22.8483926615369 30.0889754021897
21.0908239952648 27.7744388327905
19.5843365670316 25.7905503447341
18.2787141292295 24.0711803217518
17.1362944961527 22.5667315516423
16.1282771728496 21.2392767544869
15.2322617743579 20.0593169347932
14.4305637862338 19.0035634119093
13.7090355969221 18.0533852413138
13.0562243780211 17.1937002298227
12.4627596335656 16.4121684011944
11.9209005190627 15.698595862012
11.4241963307684 15.0444877010949
10.9672284775377 14.4427081930511
10.5454119976324 13.8872194163953
10.1548411829053 13.3728779565288
9.7921682835158 12.895275172367
9.45450730822215 12.4506105112509
9.13935706461475 12.0355901608759
8.84453909478847 11.6473453169767
8.56814724807633 11.2833657758211
8.30850642237704 10.9414456007963
8.06413858642478 10.6196383772434
7.83373462681264 10.3162201378936
7.61613088717896 10.0296584673966
7.4102895118498 9.7585866169264
7.21528189311691 9.50178170595465
7.03027466508827 9.25814627759684
6.85451779846106 9.02669262065692
6.68733443752299 8.80652938600675
6.52811218901053 8.59685011491135
6.37629562647541 8.39692336805295
6.23137981678278 8.2060842005972
6.09290470974317 8.02372677391726
5.96045025953136 7.84929793100602
5.83363216890303 7.68229159204844
5.71209816538422 7.52224385054743
5.5955247334376 7.36872866992401
5.48361423876885 7.22135409652553
5.37609239094985 7.07975891816229
5.2727059988162 6.94360970819763
5.17322097997061 6.81259820426937
5.07742059145264 6.68643897826438
4.98510385342623 6.56486736047776
4.8960841417579 6.44763758618351
4.8101879287446 6.3345211373031
4.72725365411108 6.22530525562546
4.64713071082106 6.11979160722503
4.56967853230737 6.01779508043795
