"LHO" "LLO"
339921.467662366 447641.496304764
339.921467662366 447.641496304764
169.960733831183 223.820748152382
113.307155887455 149.213832101588
84.9803669155914 111.910374076191
67.9842935324731 89.5282992609527
56.6535779437276 74.6069160507939
48.5602096660522 63.9487851863948
42.4901834577957 55.9551870380955
37.7690519624851 49.7379440338626
33.9921467662366 44.7641496304764
30.9019516056696 40.6946814822512
28.3267889718638 37.303458025397
26.1478052047973 34.4339612542126
24.2801048330261 31.9743925931974
22.661431177491 29.8427664203176
21.2450917288978 27.9775935190477
19.9953804507274 26.3318527238096
18.8845259812425 24.8689720169313
17.8906035611771 23.5600787528823
16.9960733831183 22.3820748152382
16.1867365553507 21.3162617287983
15.4509758028348 20.3473407411256
14.7791942461898 19.462673752381
14.1633944859319 18.6517290126985
13.5968587064946 17.9056598521905
13.0739026023987 17.2169806271063
12.589683987495 16.5793146779542
12.1400524165131 15.9871962965987
11.7214299193919 15.4359136656815
11.3307155887455 14.9213832101588
10.9652086342699 14.4400482678956
10.6225458644489 13.9887967595239
10.3006505352232 13.5648938274171
9.99769022536369 13.1659263619048
9.71204193321044 12.789757037279
9.44226299062126 12.4344860084657
9.18706669357745 12.0984188190477
8.94530178058857 11.7800393764411
8.71593506826578 11.4779870847375
8.49803669155914 11.1910374076191
8.29076750396013 10.9180852757259
8.09336827767537 10.6581308643991
7.90515041075269 10.4102673559247
7.7254879014174 10.1736703705628
7.55381039249701 9.94758880677253
7.3895971230949 9.73133687619051
7.23237165239076 9.5242871554205
7.08169724296595 9.32586450634924
6.93717280943603 9.13554074091354
6.79842935324731 8.95282992609527
6.66512681690913 8.77728424126988
6.53695130119934 8.60849031355315
6.41361259740312 8.44606596801441
6.29484199374751 8.28965733897711
6.18039032113392 8.13893629645025
6.07002620825653 7.99359814829935
5.96353452039238 7.8533595842941
5.86071495969596 7.71795683284075
5.7613808078367 7.58714400516549
5.66535779437276 7.46069160507939
