"LHO" "LLO"
588894.88228405 775513.791714061
392.596588189367 517.009194476041
196.298294094683 258.50459723802
130.865529396456 172.33639815868
98.1491470473416 129.25229861901
78.5193176378733 103.401838895208
65.4327646982278 86.1681990793401
56.0852268841952 73.8584563537201
49.0745735236708 64.6261493095051
43.6218431321518 57.4454660528934
39.2596588189366 51.7009194476041
35.690598926306 47.0008358614582
32.7163823491139 43.0840995396701
30.1997375530282 39.7699380366185
28.0426134420976 36.9292281768601
26.1731058792911 34.4672796317361
24.5372867618354 32.3130746547525
23.0939169523157 30.4123055574142
21.8109215660759 28.7227330264467
20.6629783257561 27.2110102355811
19.6298294094683 25.850459723802
18.6950756280651 24.61948545124
17.845299463153 23.5004179307291
17.0694168777985 22.4786606293931
16.3581911745569 21.542049769835
15.7038635275747 20.6803677790416
15.0998687765141 19.8849690183093
14.5406143773839 19.1484886842978
14.0213067210488 18.46461408843
13.5378133858402 17.8279032577945
13.0865529396455 17.233639815868
12.6644060706247 16.67771595084
12.2686433809177 16.1565373273763
11.8968663087687 15.6669452871528
11.5469584761578 15.2061527787071
11.217045376839 14.771691270744
10.905460783038 14.3613665132234
10.6107185997126 13.9732214723254
10.3314891628781 13.6055051177905
10.0665791843427 13.2566460122062
9.81491470473416 12.925229861901
9.57552654120406 12.6099803530742
9.34753781403254 12.30974272562
9.1301532137062 12.0234696389777
8.92264973157651 11.7502089653646
8.72436862643037 11.4890932105787
8.53470843889927 11.2393303146965
8.3531188976461 11.0001956271498
8.17909558727847 10.7710248849175
8.01217526917075 10.5512080505314
7.85193176378733 10.3401838895208
7.69797231743856 10.1374351858047
7.54993438825705 9.94248450915463
7.40748279602578 9.75489046181209
7.27030718869197 9.5742443421489
7.13811978526121 9.40016717229165
7.0106533605244 9.23230704421501
6.88765944191871 9.0703367451937
6.76890669292011 8.91395162889726
6.65417946083672 8.76286770298374
6.54327646982277 8.61681990793401
