"LHO" "LLO"
463247.994481903 610049.806021766
463.247994481903 610.049806021766
231.623997240951 305.024903010883
154.415998160634 203.349935340589
115.811998620476 152.512451505441
92.6495988963806 122.009961204353
77.2079990803172 101.674967670294
66.1782849259861 87.1499722888237
57.9059993102379 76.2562257527207
51.4719993868781 67.7833117801962
46.3247994481903 61.0049806021766
42.1134540438094 55.459073274706
38.6039995401586 50.8374838351471
35.6344611139925 46.9269081555204
33.0891424629931 43.5749861444118
30.8831996321269 40.6699870681177
28.9529996551189 38.1281128763604
27.2498820283472 35.8852827071627
25.7359996934391 33.8916558900981
24.3814733937844 32.1078845274614
23.1623997240952 30.5024903010883
22.059428308662 29.0499907629412
21.0567270219047 27.729536637353
20.1412171513871 26.523904609642
19.3019997700793 25.4187419175736
18.5299197792761 24.4019922408706
17.8172305569963 23.4634540777602
17.1573331289594 22.5944372600654
16.5445712314965 21.7874930722059
15.974068775238 21.0362002076471
15.4415998160634 20.3349935340589
14.9434836929646 19.6790260007021
14.4764998275595 19.0640564381802
14.0378180146031 18.4863577582353
13.6249410141736 17.9426413535813
13.2356569851972 17.4299944577647
12.8679998467195 16.945827945049
12.5202160670785 16.4878325951829
12.1907366968922 16.0539422637307
11.8781537046642 15.6423027185068
11.5811998620476 15.2512451505441
11.2987315727293 14.8792635615065
11.029714154331 14.5249953814706
10.7732091739977 14.1872047912039
10.5283635109523 13.8647683186765
10.2943998773756 13.5566623560392
10.0706085756935 13.261952304821
9.8563403081256 12.9797831068461
9.65099988503965 12.7093709587868
9.45404070371231 12.4499960412605
9.26495988963806 12.2009961204353
9.08329400944908 11.9617609023876
8.90861527849814 11.7317270388801
8.74052819777176 11.5103736985239
8.57866656447969 11.2972186300327
8.42269080876187 11.0918146549412
8.27228561574827 10.893746536103
8.12715779792812 10.7026281758205
7.98703438761902 10.5181001038235
7.85166092342209 10.3398272207079
7.72079990803172 10.1674967670294
