time,r_pns,mass_pns
0.39,94.0952669267324,0.620665555168061
0.4,62.8185205533211,1.09083684991623
0.41,77.8016701501387,1.24735664126882
0.42,79.6730196210221,1.32405576044862
0.43,77.8016701501387,1.37819941436161
0.44,75.9742746910253,1.42159958118163
0.45,74.1898008575986,1.45874178117728
0.46,72.4472405123248,1.49067645408658
0.47,70.7456091966726,1.5228096041858
0.48,69.0839455749441,1.55191918494511
0.49,67.4613108911684,1.58069895427851
0.5,65.8767884387524,1.60722531188804
0.51,64.3294830425875,1.63227563102867
0.52,62.8185205533211,1.65600940922574
0.53,61.3430473535063,1.67817315147492
0.54,59.9022298753512,1.70042388634993
0.55,58.4952541297953,1.72049598377753
0.56,57.1213252466468,1.73984659644252
0.57,55.7796670255208,1.75733999399625
0.58,54.469521497326,1.77539736106434
0.59,53.1901484960497,1.79123669578022
0.6,53.1901484960497,1.80887362817659
0.61,51.9408252406019,1.82380510998239
0.62,50.7208459264803,1.83953997525256
0.63,50.7208459264803,1.85352402729393
0.64,49.5295213270266,1.86731601060686
0.65,48.3661784040482,1.87929337079165
0.66,47.2301599275853,1.89077855196485
0.67,47.2301599275853,1.90374130723981
0.68,46.1208241046099,1.91467322963479
0.69,45.0375442164443,1.92485855073799
0.7,45.0375442164443,1.93569138456841
0.71,43.9797082646977,1.94484268640939
0.72,42.9467186255171,1.95380248134727
0.73,42.9467186255171,1.96387383993367
0.74,41.9379917119606,1.97191224231062
0.75,41.9379917119606,1.98040649933459
0.76,40.9529576443001,1.98771806592191
0.77,39.991059928068,1.99470982867211
0.78,39.991059928068,2.0017332536554
0.79,39.0517551396662,2.00677613741991
0.8,38.1345126193589,2.01175711834361
0.81,38.1345126193589,2.01682673269585
0.82,37.2388141714767,2.02046353283416
0.83,37.2388141714767,2.02389852996383
0.84,37.2388141714767,2.02791834510675
0.85,36.3641537716626,2.03083188436421
0.86,36.3641537716626,2.03480880208839
0.87,35.5100372809934,2.0380805018321
0.88,35.5100372809934,2.0420949606132
0.89,34.6759821668164,2.04532006611362
0.9,34.6759821668164,2.04933568462374
0.91,33.8615172301428,2.05302443116077
0.92,33.8615172301428,2.05689849560071
0.93,33.0661823394439,2.06007286617746
0.94,33.0661823394439,2.06379064523366
0.95,32.2895281707003,2.06713022610204
0.96,32.2895281707003,2.07081679440732
0.97,32.2895281707003,2.07442321587965
0.98,31.5311159535566,2.07743277191147
0.99,31.5311159535566,2.08100094838609
1,31.5311159535566,2.08442499259284
1.01,30.7905172234379,2.0877893561624
1.02,30.7905172234379,2.09153878088303
1.03,30.0673135794893,2.09477195875549
1.04,30.0673135794893,2.09815369558232
1.05,30.0673135794893,2.10157708526368
1.06,29.3610964482007,2.10448139751167
1.07,29.3610964482007,2.10806340785294
1.08,29.3610964482007,2.11155092177506
1.09,28.6714668525828,2.11473809910257
1.1,28.6714668525828,2.11816718373313
1.11,28.6714668525828,2.12155618026248
1.12,27.9980351867661,2.12471609385852
1.13,27.9980351867661,2.12835132720769
1.14,27.9980351867661,2.13149386573772
1.15,27.3404209958926,2.13453644628878
1.16,27.3404209958926,2.13785805255455
1.17,27.3404209958926,2.14124388560425
1.18,27.3404209958926,2.14438731794092
1.19,26.6982527611782,2.14735759208512
1.2,26.6982527611782,2.15082952179955
1.21,26.0711676900237,2.15377472599891
1.22,26.0711676900237,2.15695065657411
1.23,26.0711676900237,2.16011477050546
1.24,26.0711676900237,2.16340159682914
1.25,25.4588115110549,2.16653951042817
1.26,25.4588115110549,2.16958916844718
1.27,25.4588115110549,2.17289605214421
1.28,25.4588115110549,2.17616268615623
1.29,24.8608382739772,2.17933770710182
1.3,24.2769101541316,2.18205819674397
1.31,24.2769101541316,2.1849257682117
1.32,24.2769101541316,2.18769220937347
1.33,24.2769101541316,2.19063560814576
1.34,23.7066972616403,2.19339481678059
1.35,23.7066972616403,2.19608116576062
1.36,23.7066972616403,2.19950034565694
1.37,23.149877455036,2.20179161157459
1.38,23.149877455036,2.20399328152925
1.39,23.149877455036,2.20659617133881
1.4,23.149877455036,2.20975593019629
1.41,22.6061361592678,2.21175464658354
1.42,22.6061361592678,2.21405159636493
1.43,22.6061361592678,2.2163997115218
1.44,22.0751661879828,2.21839485036113
1.45,22.0751661879828,2.22004599713187
1.46,23.149877455036,2.22401143194635
1.47,22.0751661879828,2.22703905873884
1.48,21.5566675699808,2.22895276249275
1.49,21.5566675699808,2.2307687168298
1.5,21.050347379746,2.23219584588317
1.51,21.050347379746,2.23395686225593
1.52,21.050347379746,2.23583006022074
1.53,21.050347379746,2.23773472852138
1.54,21.050347379746,2.23980825368198
1.55,21.050347379746,2.24201407947121
1.56,21.050347379746,2.24429028981346
1.57,20.5559195719589,2.24652980288451
1.58,20.5559195719589,2.24885811195904
1.59,20.5559195719589,2.25105542412539
1.6,20.073104819895,2.25321224945182
1.61,20.073104819895,2.2555465245844
1.62,20.073104819895,2.25769464931121
1.63,20.073104819895,2.25976763849491
1.64,20.073104819895,2.26199429406367
1.65,19.6016303576194,2.26393687721029
1.66,20.073104819895,2.2664721821271
1.67,19.6016303576194,2.26862761838023
1.68,19.6016303576194,2.27075186980239
1.69,19.6016303576194,2.27294447933926
1.7,19.6016303576194,2.27498183558778
1.71,19.6016303576194,2.27704463663065
1.72,19.1412298258877,2.27912980397497
1.73,19.1412298258877,2.28124451572555
1.74,19.1412298258877,2.2831883630693
1.75,18.691643121667,2.28465102480668
1.76,19.1412298258877,2.2868904411773
1.77,19.1412298258877,2.28902882785456
1.78,18.691643121667,2.29090577852609
