# [M_PNS/R_PNS**2],frequency [Hz]
0.000259971486530203,45.4411059281152
0.000249741131924454,70.7227920331395
0.0002677720549534,90.0257791786347
0.000285579609776658,136.840617818933
0.000304106604090197,172.403206135235
0.000338521526274267,168.405685194383
0.000360200637509731,200.97161399544
0.000425484833963673,278.726201849386
0.000451251892744141,284.100907235864
0.000500091388627382,348.45817997764
0.000528438856135587,331.965101883383
0.000583743929019211,387.558864635993
0.000644289925709583,418.745322895188
0.00071083772110576,477.392045824736
0.000748251840322384,528.243962974105
0.000824758726932061,489.170631659437
0.000867274450178655,537.179072833854
0.000911606783018553,572.822276257891
0.00100404639691979,608.579867828018
0.00105494722382295,636.237156403923
0.00110822131092544,667.383262663617
0.0011640504222376,692.691181499202
0.00122255617529119,720.738333944983
0.00128387885254301,742.333865483866
0.00134818222883786,761.516329777871
0.00141563981658888,780.276233028333
0.00148638802429299,803.232958822937
0.00148862138662746,810.771524762826
0.00156291512463732,821.336451163069
0.00164087379284196,990.600002605851
0.00172264514976109,1001.93904290932
0.00172492039853856,1014.5647154991
0.00181299534189255,1042.4530520263
0.00190313401922661,1053.31434016047
0.00190538036347153,1071.20576256361
0.00200004099611933,1077.48076669094
0.00200229499596223,1096.39266923881
0.00210172944986748,1105.1937299071
0.00210400667316358,1125.02097500181
0.00220842920887871,1133.76521623724
0.00221074631640163,1122.38772465671
0.00244032377730975,1171.80425364099
0.00244270192867113,1181.38535467085
0.00256370438085582,1192.66479657216
0.00256615741996321,1202.45601743616
0.00256856202399071,1211.66885426407
0.00269576146176783,1221.70636306782
0.00269821588280226,1230.34274460647
0.00283177018134111,1240.00637691007
0.00283432894118077,1248.6873058079
0.00312984280237163,1289.48693507911
0.00313247302575809,1297.03927506157
0.00313505963700483,1304.526611216
0.00329004638489192,1311.96633911399
0.00329273990932713,1318.83721765681
0.003295380245594,1325.76819732014
0.00329797938139822,1332.33017306828
0.00346094900067167,1338.65856922775
0.00346365269618625,1344.99120625338
0.00364566149727689,1374.47082106604
0.00364832035912078,1380.05301882093
0.00382843490349503,1385.34079430712
0.00383121742006856,1390.54242457877
0.00383395975988944,1395.63737796659
0.00402317526156819,1400.6196042521
0.00402601863530424,1405.46529708759
0.00402884679746351,1410.32755780806
0.00445128435128139,1440.54138475669
0.00445417015851839,1444.51088038672
0.00467377395774294,1448.5903716714
0.00467689741861838,1452.66055449899
0.00468001387348412,1456.40948653212
0.00468297316772819,1458.90094474288
0.00468583662338757,1462.1243497788
0.00468878798422484,1466.90043063108
0.00491984423545532,1470.07380335093
0.00492289820910682,1473.00155424058
0.00492597873464622,1476.47831644462
0.00492896977920522,1479.82294789947
0.00493194728374337,1483.17869143159
0.00493498835400319,1486.34209010735
0.00493792364747246,1488.0903973748
0.00494084758892682,1491.17047626803
0.00494376843386514,1494.23306243187
0.00494668040186499,1497.40059602337
0.00494956816848194,1500.66488881439
0.00495245390667687,1502.94197948189
0.00519634923736738,1505.5700524867
0.0051993948519638,1507.97247853081
0.00520244707103957,1510.93688503305
0.00520539648743593,1513.04798815418
0.00520825306388382,1515.96861251606
0.00521116399879027,1518.82166202193
0.00521406447452668,1520.40975011851
0.00521698895617581,1523.95518750934
0.00521983859792575,1525.18257005512
0.0052226830277562,1527.31894517306
0.00522551705148178,1529.47184637075
0.00522834403791048,1531.69871085783
0.00523115751846231,1534.03850148944
0.00523398278649667,1536.62529768525
0.00523681194388694,1539.70835826962
0.00523961387798097,1541.67076852303
0.00524239494516767,1543.51715593525
0.00524517425048713,1545.80094626667
0.00550820256937615,1547.6079025375
0.00551116269366347,1549.51474763187
0.00551421902393918,1551.94795119401
0.00551714984884561,1553.45509699292
0.00551999074230467,1556.00297738465
0.00552281103624241,1558.59271048815
0.00552562090924322,1560.46823601303
0.00552842231062532,1562.24843413301
0.00553120692841343,1563.79416694769
0.00553397544091321,1564.62572261093
0.0055367334701096,1566.36351442178
0.0055394819564759,1568.07703957112
0.00554221788488059,1569.76276271497
0.00554493192805284,1571.37378905827
0.00554763824890119,1572.67368044254
0.00555034022541808,1574.39862057679
0.00555302252995978,1575.60839195505
0.00555569768415656,1576.75945354138
0.00555835981541097,1579.89670250109
0.00556101394056114,1582.21276459516
0.00556366559518987,1583.82120137319
0.00556630997352588,1585.66104908024
0.00556894102896481,1587.2541700058
0.00557156704314164,1588.7754125342
0.00557422609146939,1590.44066963627
0.00557684323667983,1592.00782655807
0.00586528603635275,1593.57402568012
0.00586806623919674,1594.77645331963
0.00587081023197485,1596.29071152665
0.00587358034716424,1597.50801471886
0.00587631734856193,1599.87945575006
0.00587897052315202,1598.89681411819
0.00588167460849552,1599.88145934429
0.00588436581053443,1600.96682391136
0.00588703147571059,1603.26705621379
0.00588967111634843,1605.60477848531
0.00589231010591855,1606.95357880831
0.00589493311269556,1607.03859148136
0.00589754526301486,1608.14268271381
0.0059001465743546,1609.31946504476
0.00590276564672631,1609.56070492336
0.00590535771585705,1610.78135341071
0.00590794134251859,1612.27778999799
0.00591051396450822,1613.60650674174
0.00591307732425491,1614.89117542168
0.00591562312993084,1616.12840180102
0.00591816919611304,1617.0617738504
0.0059207246177131,1619.36089199696
0.0059232567805008,1620.7503208864
0.00592578218384742,1622.53892073863
0.00592829969550412,1624.37276445165
0.00593578927099275,1627.8579544236
0.00593826997254909,1629.17342581152
0.00594077783804284,1630.23144708794
0.0059551267139863,1637.81421999892
0.000261140954497592,50.4615132826101
0.000267585576172925,68.0660073625354
0.000284548945243367,98.9981661989415
0.000302507268256859,107.556373903222
0.000321456828119426,160.197951094167
0.000341445594175654,148.050927859727
0.000384325670957249,242.653607113355
0.000407152739352052,260.471959123253
0.00047682368956364,302.864969069488
0.000503042765352797,338.528016872961
0.000555189878847281,335.953131279073
0.000584679121855727,370.552813354327
0.000615506044071751,414.079253820252
0.000678569883543222,449.802976394469
0.000713782443725274,411.586017416931
0.000750450735676212,518.454623762802
0.000788780502366944,474.298982929897
0.000828867834647891,495.923930055479
0.000870872695587528,528.002094733809
0.000914800495518423,555.695273853434
0.000960841529228312,577.632667611176
0.00100910097580015,598.185803304918
0.00105968201131472,617.125832899068
0.00111271315540637,642.482344399389
0.0011683216107617,655.885427141792
0.00117018317627658,672.899370672005
0.00122857179284386,689.990641498388
0.00128982212496707,704.564418512744
0.00135398164189813,718.675923912731
0.00135585077343146,732.949505085196
0.00142501669373405,749.74760998083
0.00149575327154929,766.303359015561
0.00149752730482675,763.778050686593
0.00157179965875043,750.707568969301
0.00157358006809104,758.54730299355
0.00165156160622287,762.062120749641
0.00165336010467016,940.944222222083
0.0017352329063713,950.665814770085
0.00173706631490051,956.839389079622
0.00191701844255264,992.303559125541
0.00191884301049623,996.202930473638
0.00192062252347641,1009.84570607732
0.00201557666893023,1013.95118419966
0.00201740093845943,1020.76481688219
0.00201917812336657,1026.40145071933
0.00211894789959062,1038.84266866903
0.00212078421496106,1044.79299463903
0.00212258894118036,1029.79809141832
0.00234311356660547,1063.71230845775
0.00234497471203937,1069.31726538791
0.00234679867519844,1082.88271992469
0.00246257411565631,1089.19012406437
0.00246447141532879,1093.84871457641
0.00246634050532928,1101.79034232335
0.0024681650792151,1107.55740217039
0.0025898554180636,1112.84138479685
0.00259176359744438,1118.10243728142
0.00272737696962217,1145.80772373391
0.00272925994984963,1150.67788918394
0.00286375267713989,1155.81074658769
0.00286571398192217,1160.4972886678
0.00286764304488115,1165.24136471656
0.00286955071097924,1170.08750397661
0.00287144202722999,1174.57068526389
0.00301287873427277,1178.90949823556
0.00317325199905662,1206.99154405365
0.00317520083667851,1210.7760470988
0.00317713272300066,1214.6273199814
0.00317904711009252,1218.51161513285
0.0033355056621963,1222.32681137466
0.00333751961750059,1226.03620911616
0.0033395048171457,1229.57343476693
0.00334147228334459,1233.05855723304
0.0033434169158922,1236.40402213264
0.00334534666521435,1239.80885993189
0.0035099120978393,1243.10918816513
0.00351192251894316,1246.32720521216
0.00351391565353887,1249.42900596566
0.00351589565636863,1252.49086283762
0.0035178580548837,1255.60881069566
0.00351981108069875,1258.77297373042
0.00352174883577568,1261.71450621583
0.00369491086486762,1264.80666479759
0.00369694356304998,1267.60257269226
0.00369895309930925,1270.65418699839
0.00370095089696099,1273.66246677984
0.00370294587315877,1276.56792194219
0.00370492441162345,1279.44364818018
0.00370688379569729,1282.30719510116
0.00388911188939822,1284.92172222058
0.00389117066695719,1287.64431333208
0.00389321630236678,1290.3797135673
0.00389524041466216,1292.87145394871
0.00389725480148189,1295.35760001357
0.0038992639585138,1297.92153521927
0.00409089897999649,1300.37599807375
0.00409298951123959,1302.8205260757
0.00409506316295489,1305.13833920902
0.00429631002413298,1307.45668492043
0.00429847817196471,1309.75695637603
0.00430063263159138,1312.04450489409
0.00430278332308641,1314.35126858873
0.00451418769709394,1316.69117730602
0.00451637904908618,1319.12542664973
0.0045185792315275,1321.4566463166
0.00452082550012505,1323.70034586799
0.00452308871524285,1325.88614440839
0.00452534135129495,1327.72717313283
0.00474765570901088,1329.7528880286
0.0047499287451664,1330.9027534678
0.00475206127787439,1332.90753116119
0.00475420149918772,1335.83160920929
0.00475635594078558,1338.02989556322
0.00476078870733906,1342.13598435981
0.0047629555983919,1344.15166873461
0.00476510951314167,1346.36939688917
0.00476733692391579,1348.1457790132
0.00476959058159901,1349.75709620163
0.00477176962202184,1350.94461765553
0.00477391250905089,1351.66730620069
0.00477602857024054,1353.42232241543
0.00477813669489615,1355.11848801985
0.00478023570607045,1356.87918288397
0.00501486428826368,1358.42114109117
0.00501708357789541,1360.48709691693
0.00501930274352495,1362.32180229666
0.00502153466270654,1363.69607206901
0.00502375334352606,1365.25622159865
0.00502595129496589,1367.6729859611
0.00502801473567756,1369.3621844526
0.00503012717894763,1371.0813972213
0.00503223257734035,1372.41684410816
0.0050343325324504,1374.2570426095
0.00503643228384749,1375.87306586673
0.00503853579001338,1377.69155071564
0.00504072229366618,1379.3589202867
0.00504282200797168,1379.3166904651
0.00504488465489761,1379.75076867436
0.00504694412287503,1380.91897001832
0.00504899560320843,1382.42194818883
0.00505104159469515,1383.99880061648
0.00505309124998689,1385.57398152932
0.00505515738909873,1387.24737244366
0.00530315105651258,1389.19742363496
0.0053075115748577,1392.89313235042
0.00530967313378426,1394.13682134715
0.00531182653778487,1395.56200836377
0.00531607831380206,1397.81855452745
0.00531817147298152,1399.50059150781
0.00532024712333366,1401.24330222173
0.00532232875831459,1403.32677413175
0.00532440397642393,1404.41131836829
0.00532647418158555,1405.67254311102
0.00532854585571819,1407.63823872953
0.00533060851780102,1406.55478784658
0.00533264683531047,1407.82363832953
0.00533467560575574,1408.98518216621
0.00533871787622855,1411.83009338419
0.00534072090707207,1412.64674719882
0.00534272269984313,1413.44673435749
0.00534472220940112,1414.38742715052
0.00534671286187513,1415.37349780336
0.000265518882700292,88.4719133813944
0.000244550566764735,112.476047841299
0.00026413101113228,128.135094333144
0.000284016897473354,152.806240468834
0.000290829656643608,181.08366730363
0.000330218643694759,222.138643327559
0.000351355556524912,227.629365018311
0.00037362388409857,239.592470390894
0.000396954688502722,253.742633749003
0.000421554287653197,266.924652114846
0.000447139341888679,279.435324663808
0.000474043091442989,294.459840427362
0.000502273569612647,309.536158431251
0.000531904370428073,322.658768605223
0.000562845671361445,337.809757543862
0.00059535237234265,364.267246745946
0.000629407996506274,380.366302365911
0.000665342835914753,396.20534891885
0.000702941657767474,426.010589181462
0.000708874454597942,444.811566687068
0.000748419835604683,453.085610524036
0.000833414595788681,496.295126153988
0.000878989650369435,515.885211276171
0.000926820893125815,532.712957106363
0.000932309905910279,550.452324736223
0.000982465219923403,562.941377218219
0.00103495250202002,584.319283953257
0.00108988910889923,600.583460268427
0.0010948936771696,611.405626962297
0.00115264230648714,625.79713795001
0.00128704287988775,671.200420890671
0.00129179515377716,685.606304663856
0.00135897370649095,690.75374739864
0.00136367131204328,700.76955301754
0.00143428343842868,707.660408809393
0.00143891956322412,716.081865941345
0.00151316439059266,721.441799500018
0.00151776122993204,726.824689491583
0.00152219536208259,733.803223222239
0.00169530393471151,762.619569206132
0.0017816655790559,766.072613062844
0.00178587839364791,768.597596288495
0.00178997819612149,903.458025642804
0.00188086448010663,906.289507472476
0.0018849743239175,909.533786734537
0.00188895989535117,913.069887016235
0.00198454805893903,917.737203826406
0.00198856688889302,921.698914930434
0.0021045453980138,945.894515264413
0.00221046988008443,950.940187877073
0.0022143588900904,956.301053518246
0.00221816883566377,961.429717130765
